Date,Configuration,Customer Postcode,Store Postcode,Retail Price
12Sep2008 09:24:26,341,W4,SW18,500
12Sep2008 09:24:47,854,E1,E2,780
12Sep2008 09:27:35,468,W1G,SW1P,346.5
12Sep2008 09:30:23,553,SW1H,SE1,625
12Sep2008 09:31:49,546,W1T,NW5,595
12Sep2008 09:33:18,600,CR0,CR7,399
12Sep2008 09:35:05,489,W11,SW1V,470
12Sep2008 09:35:24,467,SE11,SE1,545
12Sep2008 09:36:52,364,WC1A,SW1V,435
12Sep2008 09:38:20,230,W1T,SW1P,329
12Sep2008 09:38:24,384,SE1,E2,590
12Sep2008 09:41:51,824,EC1V,SW1P,553
12Sep2008 09:41:57,761,W4,SW18,585
12Sep2008 09:44:23,152,W1G,SW1V,420
12Sep2008 09:46:31,404,W1T,SW1P,444.5
12Sep2008 09:49:43,17,SW12,SW1V,355
12Sep2008 09:50:28,513,EC3V,SW1P,378
12Sep2008 09:52:11,448,N1,SE1,505
12Sep2008 09:52:48,738,W1F,SW1V,530
12Sep2008 09:53:00,533,NW3,NW5,680
12Sep2008 09:53:01,572,N1,E2,640
12Sep2008 09:53:18,249,WC2E,SW1P,364
12Sep2008 09:55:35,353,EC3A,SE1,465
12Sep2008 09:55:54,381,SW1H,SW1V,580
12Sep2008 09:57:07,471,WC1X,SE1,625
12Sep2008 09:58:33,124,EC1M,SW1P,360.5
12Sep2008 10:03:07,71,N5,E2,485
12Sep2008 10:03:13,734,WC2H,SW1P,381.5
12Sep2008 10:05:31,570,W1K,SW1P,420
12Sep2008 10:05:36,526,EC4V,SW1V,530
12Sep2008 10:07:39,327,SE11,SE1,625
12Sep2008 10:08:15,132,SE1,SE1,560
12Sep2008 10:09:32,167,W1D,NW5,495
12Sep2008 10:10:39,165,WC2B,NW5,435
12Sep2008 10:10:59,395,W2,W10,640
12Sep2008 10:11:01,6,WC2H,SW1P,238
12Sep2008 10:11:40,46,EC1R,SW1P,276.5
12Sep2008 10:11:54,97,WC2N,SE1,520
12Sep2008 10:12:10,753,E6,E2,605
12Sep2008 10:12:49,551,WC2H,SE1,765
12Sep2008 10:13:06,346,KT2,W4,259
12Sep2008 10:13:15,141,W6,SW18,610
12Sep2008 10:13:46,843,EC3A,E2,765
12Sep2008 10:15:27,658,SE1,SE1,510
12Sep2008 10:17:43,137,SW4,SW1V,550
12Sep2008 10:18:35,346,SE22,SE1,370
12Sep2008 10:19:13,219,NW6,W10,405
12Sep2008 10:19:29,838,WC1H,SW1P,528.5
12Sep2008 10:19:58,511,E1,SE8,615
12Sep2008 10:20:45,173,WC1E,NW5,415
12Sep2008 10:21:13,345,EC1M,SW1P,294
12Sep2008 10:22:05,618,EC4A,SW1V,455
12Sep2008 10:22:17,562,SW13,W4,434
12Sep2008 10:23:08,796,EC4R,E2,585
12Sep2008 10:24:29,598,SE10,SE1,510
12Sep2008 10:24:35,455,EC4V,SW1V,600
12Sep2008 10:25:07,511,E11,E2,615
12Sep2008 10:26:00,433,E13,SE8,455
12Sep2008 10:27:54,382,W1K,NW5,530
12Sep2008 10:29:43,428,W1D,NW5,640
12Sep2008 10:30:20,197,E1,SW1P,294
12Sep2008 10:33:39,109,E7,SE8,560
12Sep2008 10:39:38,323,KT1,W4,381.5
12Sep2008 10:39:58,175,SE1,SE8,475
12Sep2008 10:40:26,203,W1T,SW1P,266
12Sep2008 10:41:11,252,SW1Y,SE1,510
12Sep2008 10:44:46,86,SW3,SW1P,315
12Sep2008 10:48:06,482,SE1,SW1V,440
12Sep2008 10:49:46,783,SW8,SW1P,483
12Sep2008 10:51:10,245,NW1,SW1P,420
12Sep2008 10:53:31,518,SW2,SW18,550
12Sep2008 10:56:54,714,SW1W,SW1P,434
12Sep2008 10:57:25,37,N7,N17,465
12Sep2008 10:57:34,238,W1D,SW1V,450
12Sep2008 10:57:43,177,WC1N,SW1P,297.5
12Sep2008 10:58:00,751,WC2E,SE1,680
12Sep2008 10:59:42,405,W1G,SW1P,493.5
12Sep2008 11:00:24,11,TW8,W10,350
12Sep2008 11:00:33,745,WC2H,SW1P,392
12Sep2008 11:00:39,218,EC4R,E2,315
12Sep2008 11:00:58,184,SE16,E2,495
12Sep2008 11:01:57,577,SE1,SE1,475
12Sep2008 11:03:20,153,EC1Y,SE1,330
12Sep2008 11:03:40,640,E8,E2,560
12Sep2008 11:05:48,456,SE25,SE8,550
12Sep2008 11:07:47,316,E1,E2,425
12Sep2008 11:08:57,195,E15,SE8,400
12Sep2008 11:09:58,706,WC2R,SE1,640
12Sep2008 11:12:48,38,EC1Y,SE1,415
12Sep2008 11:13:02,237,NW1,SW1P,350
12Sep2008 11:13:35,410,W1B,NW5,575
12Sep2008 11:15:58,320,SE19,SW12,505
12Sep2008 11:17:11,247,W1H,SW1P,462
12Sep2008 11:17:42,299,W1T,SW1P,315
12Sep2008 11:19:53,299,EC4M,SW1P,315
12Sep2008 11:21:49,494,W1W,SW1V,480
12Sep2008 11:22:48,642,EC4M,SE1,485
12Sep2008 11:23:05,111,SE1,SW1P,434
12Sep2008 11:23:18,55,E6,SE8,460
12Sep2008 11:23:51,6,SW1W,SW1P,238
12Sep2008 11:26:51,390,SE14,SE8,630
12Sep2008 11:27:02,264,N7,NW5,635
12Sep2008 11:27:56,24,E2,SE1,425
12Sep2008 11:33:22,132,NW1,NW5,560
12Sep2008 11:34:38,537,WC2R,SW1P,420
12Sep2008 11:34:56,462,CR7,CR7,329
12Sep2008 11:37:26,477,W1F,SW1V,545
12Sep2008 11:37:43,191,CR7,CR7,367.5
12Sep2008 11:39:00,262,W1D,NW5,575
12Sep2008 11:39:24,383,W1V,NW5,640
12Sep2008 11:42:49,140,W1F,NW5,540
12Sep2008 11:45:57,737,NW5,W10,580
12Sep2008 11:48:32,370,EC1A,SW1P,343
12Sep2008 11:51:10,411,SE26,SE8,665
12Sep2008 11:51:15,738,N1,E2,530
12Sep2008 11:54:20,799,W1S,SW1V,715
12Sep2008 12:01:31,721,W1D,NW5,555
12Sep2008 12:01:47,316,E1,SE1,425
12Sep2008 12:02:56,451,SW8,SW1V,520
12Sep2008 12:03:55,468,W1F,SW1P,346.5
12Sep2008 12:05:41,602,EC1V,SE1,430
12Sep2008 12:05:54,481,SW4,SW1V,490
12Sep2008 12:12:39,140,WC1N,NW5,540
12Sep2008 12:12:55,317,WC2H,SW1P,346.5
12Sep2008 12:13:15,208,WC2E,SW1P,287
12Sep2008 12:14:13,256,EC4V,SE1,590
12Sep2008 12:16:57,195,EC4Y,SW1P,280
12Sep2008 12:17:11,296,SE10,SE8,500
12Sep2008 12:19:00,197,N4,N17,420
12Sep2008 12:20:36,170,W1W,SW1P,213.5
12Sep2008 12:20:40,252,EC1M,SE1,510
12Sep2008 12:22:10,294,EC4Y,SE1,440
12Sep2008 12:23:38,352,E1,E2,490
12Sep2008 12:23:52,221,W2,SW1V,425
12Sep2008 12:24:03,771,EC4Y,SE1,630
12Sep2008 12:24:10,105,W1K,SW1V,500
12Sep2008 12:25:36,49,EC3V,SE1,340
12Sep2008 12:30:29,75,W2,W10,385
12Sep2008 12:31:05,684,KT1,SW18,610
12Sep2008 12:31:38,131,SE26,SE8,610
12Sep2008 12:33:44,159,EC1R,NW5,450
12Sep2008 12:34:13,250,EC1M,E2,470
12Sep2008 12:40:49,774,W2,W10,600
12Sep2008 12:40:51,348,EC1R,NW5,410
12Sep2008 12:41:46,703,CR0,SW18,765
12Sep2008 12:42:10,618,SE1,SW1P,318.5
12Sep2008 12:42:35,231,EC2A,E2,580
12Sep2008 12:43:03,463,NW1,SW1V,580
12Sep2008 12:43:05,838,SE22,SE1,755
12Sep2008 12:43:58,638,NW5,W10,500
12Sep2008 12:44:26,238,E14,SE8,450
12Sep2008 12:48:00,90,W6,W4,259
12Sep2008 12:48:32,393,E1W,SE8,600
12Sep2008 12:49:10,130,W1D,SW1P,364
12Sep2008 12:49:16,558,E15,E2,635
12Sep2008 12:50:42,776,N1,SW1P,462
12Sep2008 12:50:57,648,WC2H,SW1P,423.5
12Sep2008 12:52:19,492,E14,SE8,460
12Sep2008 12:54:08,182,SE6,CR7,304.5
12Sep2008 12:54:20,786,W1H,W10,565
12Sep2008 12:55:25,202,W1T,SW1P,203
12Sep2008 13:00:01,40,W1K,SW1V,475
12Sep2008 13:01:17,608,SE25,SE8,550
12Sep2008 13:01:42,539,EC1M,SE1,640
12Sep2008 13:02:10,459,CR0,CR7,350
12Sep2008 13:06:42,141,WC2H,SE1,610
12Sep2008 13:07:44,137,WC2H,SW1P,385
12Sep2008 13:08:03,331,W1H,W10,525
12Sep2008 13:09:09,734,W1G,SW1V,545
12Sep2008 13:09:41,293,E1,SW1P,343
12Sep2008 13:10:33,657,SE1,SW1P,392
12Sep2008 13:11:20,738,CR0,SW12,530
12Sep2008 13:12:20,129,N22,NW5,570
12Sep2008 13:12:44,252,WC1N,NW5,510
12Sep2008 13:12:49,184,W1F,SW1V,495
12Sep2008 13:13:05,69,EC2A,E2,425
12Sep2008 13:13:43,585,SE22,SE8,455
12Sep2008 13:13:47,777,EC4V,SE1,570
12Sep2008 13:14:31,341,E6,E2,500
12Sep2008 13:15:14,371,EC4M,E2,580
12Sep2008 13:15:17,737,SW19,SW18,580
12Sep2008 13:15:18,668,SE25,CR7,371
12Sep2008 13:16:12,93,W1P,NW5,480
12Sep2008 13:18:11,816,WC1X,SE1,690
12Sep2008 13:22:33,601,SW16,SW18,480
12Sep2008 13:24:55,393,SE10,SE1,600
12Sep2008 13:28:49,475,SE11,SW1P,367.5
12Sep2008 13:29:19,815,N1,SW1P,518
12Sep2008 13:30:33,602,CR0,CR7,301
12Sep2008 13:34:43,485,SW4,SW12,550
12Sep2008 13:35:55,429,W1D,SW1V,710
12Sep2008 13:41:51,176,SE24,SE1,425
12Sep2008 13:43:34,294,EC2A,SW1P,308
12Sep2008 13:44:41,652,W1S,NW5,505
12Sep2008 13:45:01,175,N1,NW5,475
12Sep2008 13:46:46,8,W1W,SW1P,280
12Sep2008 13:50:11,761,EC4M,SW1P,409.5
12Sep2008 13:50:49,272,WC2H,SW1V,615
12Sep2008 13:51:46,562,EC1R,SE1,620
12Sep2008 13:53:07,581,W1D,SW1V,535
12Sep2008 13:53:36,55,CR0,CR7,322
12Sep2008 13:57:24,149,EC1M,SE1,410
12Sep2008 13:59:37,786,EC1V,SE1,565
12Sep2008 14:00:09,201,N1,SW1P,238
12Sep2008 14:01:39,253,E1,SE1,580
12Sep2008 14:02:55,15,SE25,CR7,301
12Sep2008 14:03:26,843,W1U,NW5,765
12Sep2008 14:03:31,681,SW19,KT2,620
12Sep2008 14:03:32,94,E8,SE1,430
12Sep2008 14:04:41,730,N2,NW5,485
12Sep2008 14:05:08,382,SE27,CR7,371
12Sep2008 14:06:49,323,EC1R,SE1,545
12Sep2008 14:10:36,329,EC4V,SW1P,339.5
12Sep2008 14:13:14,104,W1P,SW1V,590
12Sep2008 14:14:34,596,SE19,CR7,343
12Sep2008 14:15:16,814,WC2N,SW1P,441
12Sep2008 14:15:34,156,SW1Y,SW1P,224
12Sep2008 14:15:39,97,W1T,SW1P,364
12Sep2008 14:16:01,502,E8,NW5,525
12Sep2008 14:19:04,299,SE19,CR7,315
12Sep2008 14:20:52,515,EC2A,SW1P,406
12Sep2008 14:21:50,307,WC2E,SW1V,495
12Sep2008 14:22:00,811,N19,N17,660
12Sep2008 14:22:12,812,E2,SE1,610
12Sep2008 14:24:45,527,E1,SE1,640
12Sep2008 14:29:36,94,W1T,SW1P,301
12Sep2008 14:31:05,78,E14,SE8,355
12Sep2008 14:33:35,440,EC2A,E2,525
12Sep2008 14:34:48,266,NW1,NW5,495
12Sep2008 14:35:56,497,N7,E2,515
12Sep2008 14:36:23,705,EC3A,SW1P,483
12Sep2008 14:36:28,297,SE11,SW1V,410
12Sep2008 14:37:02,399,E13,E2,720
12Sep2008 14:40:06,106,EC4N,SW1P,315
12Sep2008 14:40:55,728,E3,SE8,625
12Sep2008 14:41:17,239,W1D,SW1V,560
12Sep2008 14:42:19,478,W1Y,W10,495
12Sep2008 14:48:46,349,W12,W4,336
12Sep2008 14:49:45,277,SW19,KT2,650
12Sep2008 14:50:34,67,EC4R,E2,405
12Sep2008 14:50:43,812,SE1,SW1P,427
12Sep2008 14:53:40,700,W1D,SW1P,444.5
12Sep2008 14:54:03,686,SW19,SW12,630
12Sep2008 14:57:09,174,SE1,SW1P,255.5
12Sep2008 14:57:27,152,W1G,NW5,420
12Sep2008 14:58:40,245,EC4Y,SW1V,600
12Sep2008 15:01:54,621,W1P,NW5,565
12Sep2008 15:02:01,80,EC1N,SE1,415
12Sep2008 15:05:38,636,WC2R,SE1,480
12Sep2008 15:06:22,603,WC2R,SW1V,520
12Sep2008 15:08:48,745,TW10,KT2,560
12Sep2008 15:14:05,469,EC4V,SW1P,395.5
12Sep2008 15:16:02,644,SE19,SW12,525
12Sep2008 15:17:15,709,SE10,E2,750
12Sep2008 15:17:35,329,SW1Y,SE1,485
12Sep2008 15:18:33,424,SW1H,SW1V,740
12Sep2008 15:18:55,509,N16,N17,555
12Sep2008 15:22:45,301,TW9,KT2,470
12Sep2008 15:25:39,169,SW1Y,SW1P,248.5
12Sep2008 15:30:33,652,SW19,KT2,505
12Sep2008 15:31:53,94,SE1,SE1,430
12Sep2008 15:33:03,480,SW1W,SW1V,555
12Sep2008 15:37:00,311,E15,E7,402.5
12Sep2008 15:37:15,159,WC2E,SE1,450
12Sep2008 15:38:06,755,EC1R,SW1P,451.5
12Sep2008 15:39:02,583,E8,SE1,595
12Sep2008 15:39:37,187,NW1,SW1V,445
12Sep2008 15:41:59,466,SE1,SW1V,455
12Sep2008 15:42:15,764,SE1,E2,575
12Sep2008 15:46:14,832,W1F,NW5,770
12Sep2008 15:46:43,419,NW1,SW1P,497
12Sep2008 15:48:13,528,N3,N17,590
12Sep2008 15:55:05,473,W1H,SW1P,339.5
12Sep2008 15:55:38,251,E1,SW1P,392
12Sep2008 15:57:41,484,CR0,SW18,480
12Sep2008 15:57:46,246,EC1A,E2,550
12Sep2008 15:59:36,291,E1,SE8,470
12Sep2008 16:01:12,139,W1T,SW1P,413
12Sep2008 16:02:30,620,E15,E2,495
12Sep2008 16:03:09,587,N1,SW1V,495
12Sep2008 16:03:14,383,E14,SE8,640
12Sep2008 16:04:01,651,WC2H,SW1P,388.5
12Sep2008 16:07:50,652,E3,SE8,505
12Sep2008 16:07:57,54,KT2,SW18,350
12Sep2008 16:08:42,97,SE1,SW1P,364
12Sep2008 16:09:44,461,EC1Y,SE1,520
12Sep2008 16:11:55,514,WC2E,SW1P,343
12Sep2008 16:11:57,323,E17,E2,545
12Sep2008 16:11:58,348,SE25,SW12,410
12Sep2008 16:12:49,733,W1K,NW5,595
12Sep2008 16:13:38,439,KT2,KT2,575
12Sep2008 16:14:08,96,SW4,SW1P,343
12Sep2008 16:15:06,511,W1B,SW1P,430.5
12Sep2008 16:15:12,457,KT7,W4,322
12Sep2008 16:15:18,583,W1M,SW1V,595
12Sep2008 16:17:04,317,E1W,SE1,495
12Sep2008 16:17:34,239,SE15,SE8,560
12Sep2008 16:17:34,726,E1,SE8,565
12Sep2008 16:18:26,37,EC1A,E2,465
12Sep2008 16:18:55,401,N20,N3,451.5
12Sep2008 16:19:01,499,W1P,NW5,555
12Sep2008 16:19:59,126,W1W,NW5,535
12Sep2008 16:21:37,282,WC2B,SW1P,364
12Sep2008 16:21:41,780,SW4,SW18,560
12Sep2008 16:23:08,791,SW4,SW1V,735
12Sep2008 16:23:53,798,WC2R,SE1,605
12Sep2008 16:25:23,600,W1F,SW1V,570
12Sep2008 16:25:49,764,SW2,SW12,575
12Sep2008 16:28:09,72,W1J,SW1V,435
12Sep2008 16:30:57,593,N7,N17,500
12Sep2008 16:31:17,690,EC1V,SE1,615
12Sep2008 16:32:08,402,SE1,E2,595
12Sep2008 16:32:22,210,SW18,SW1V,335
12Sep2008 16:34:06,260,W1U,NW5,555
12Sep2008 16:34:41,741,E6,SE8,640
12Sep2008 16:40:59,132,WC2H,SE1,560
12Sep2008 16:41:29,472,W1K,SW1P,402.5
12Sep2008 16:45:07,139,W1F,NW5,590
12Sep2008 16:46:14,667,W1F,NW5,580
12Sep2008 16:49:39,35,E1,SE8,445
12Sep2008 16:52:21,63,W1U,SW1P,308
12Sep2008 16:54:56,467,E14,SE8,545
12Sep2008 16:55:29,109,EC4A,SW1V,560
12Sep2008 17:00:43,576,KT6,SW18,720
12Sep2008 17:00:48,264,E1,SW1P,444.5
12Sep2008 17:01:12,462,SE17,SE1,470
12Sep2008 17:06:40,9,W1F,NW5,310
12Sep2008 17:06:41,771,E17,E2,630
12Sep2008 17:08:40,210,SW1Y,SE1,335
12Sep2008 17:09:39,39,W4,W10,525
12Sep2008 17:09:59,151,EC4Y,SE1,470
12Sep2008 17:10:36,534,SE26,CR7,441
12Sep2008 17:10:54,130,E14,E2,520
12Sep2008 17:11:03,339,W8,SW1V,480
12Sep2008 17:11:36,752,SE25,CR7,441
12Sep2008 17:13:05,386,EC1N,SE1,570
12Sep2008 17:13:34,263,E2,E2,685
12Sep2008 17:14:17,849,W1P,SW1V,770
12Sep2008 17:14:34,539,W1J,SW1V,640
12Sep2008 17:16:26,579,EC3A,SE1,515
12Sep2008 17:16:56,449,SW19,SW12,480
12Sep2008 17:19:08,562,EC2A,SW1P,434
12Sep2008 17:19:09,541,SE25,SE8,660
12Sep2008 17:19:36,176,WC1A,SW1V,425
12Sep2008 17:21:17,482,N4,NW5,440
12Sep2008 17:21:47,632,NW1,SW1V,580
12Sep2008 17:22:52,859,SE27,SW12,790
12Sep2008 17:24:08,205,N2,N17,400
12Sep2008 17:24:15,208,E1,SW1P,287
12Sep2008 17:26:20,252,E7,E2,510
12Sep2008 17:29:47,361,WC2H,SW1P,311.5
12Sep2008 17:30:17,466,WC1R,SW1V,455
12Sep2008 17:31:52,498,N16,E2,465
12Sep2008 17:32:34,489,SE25,SW12,470
12Sep2008 17:34:33,85,NW1,SW1P,350
12Sep2008 17:35:30,441,EC1Y,SW1P,304.5
12Sep2008 17:35:50,69,W1K,SW1P,297.5
12Sep2008 17:36:13,107,TW10,W4,378
12Sep2008 17:37:30,139,SW3,W10,590
12Sep2008 17:38:07,342,N5,NW5,450
12Sep2008 17:40:28,849,E2,SE8,770
12Sep2008 17:40:39,274,SE26,SW12,540
12Sep2008 17:41:57,619,W6,W4,381.5
12Sep2008 17:41:59,61,E7,E7,266
12Sep2008 17:42:28,797,NW1,SW1P,458.5
12Sep2008 17:47:56,214,EC3V,SE1,395
12Sep2008 17:49:14,302,E1,E2,420
12Sep2008 17:49:37,251,EC2Y,SW1P,392
12Sep2008 17:50:25,332,EC1M,E2,475
12Sep2008 17:52:40,136,EC4Y,SW1P,448
12Sep2008 17:53:21,365,SE11,SW1V,505
12Sep2008 17:53:22,514,EC1A,SW1P,343
12Sep2008 17:53:28,345,W7,KT2,420
12Sep2008 17:53:48,21,SE1,SW1V,415
12Sep2008 17:54:36,23,WC2H,SE1,475
12Sep2008 17:57:14,194,N22,N3,217
12Sep2008 17:57:14,505,N2,N17,495
12Sep2008 17:58:20,597,EC2A,SW1P,392
12Sep2008 18:00:05,850,W3,W4,504
12Sep2008 18:06:49,793,SE1,SE1,595
12Sep2008 18:06:54,309,W1W,NW5,515
12Sep2008 18:08:13,93,SE26,CR7,336
12Sep2008 18:09:52,461,N7,NW5,520
12Sep2008 18:12:36,604,W7,W10,470
12Sep2008 18:13:43,229,SW19,SW12,520
12Sep2008 18:14:05,589,NW1,SW1V,515
12Sep2008 18:14:50,738,N22,N17,530
12Sep2008 18:15:24,491,W1S,NW5,510
12Sep2008 18:15:24,65,CR0,CR7,255.5
12Sep2008 18:16:17,712,TW9,SW18,760
12Sep2008 18:18:35,167,SE25,CR7,346.5
12Sep2008 18:22:08,519,NW1,NW5,660
12Sep2008 18:22:40,687,EC2A,E2,740
12Sep2008 18:23:03,580,WC1N,SW1P,325.5
12Sep2008 18:26:48,462,EC1M,SE1,470
12Sep2008 18:27:59,171,W1B,NW5,395
12Sep2008 18:29:46,235,N7,SW1P,336
12Sep2008 18:33:24,138,EC1R,SW1P,350
12Sep2008 18:33:45,14,CR0,SW18,320
12Sep2008 18:35:12,806,N2,N17,650
12Sep2008 18:38:28,758,W1U,SW1P,430.5
12Sep2008 18:38:43,784,SE1,SE1,640
12Sep2008 18:38:55,343,SE11,SE1,560
12Sep2008 18:41:57,334,E8,NW5,495
12Sep2008 18:42:42,670,SW1X,W10,550
12Sep2008 18:43:26,630,N3,N3,364
12Sep2008 18:43:52,130,W1J,NW5,520
12Sep2008 18:43:56,417,EC1V,SW1P,469
12Sep2008 18:46:58,34,W1D,SW1V,355
12Sep2008 18:47:50,714,WC2R,SW1V,620
12Sep2008 18:48:48,109,W3,W10,560
12Sep2008 18:49:11,344,EC1M,SE1,510
12Sep2008 18:51:22,583,E1,E2,595
12Sep2008 18:52:00,242,SE15,SE8,490
12Sep2008 18:53:15,270,NW3,W10,555
12Sep2008 18:54:12,26,W3,W10,285
12Sep2008 18:55:03,507,SE1,SE1,535
12Sep2008 18:55:35,510,WC1N,SW1P,353.5
12Sep2008 18:55:40,95,E1,SE1,540
12Sep2008 18:58:38,113,EC1M,E2,545
12Sep2008 18:59:34,92,W1K,SW1V,410
12Sep2008 19:02:07,126,E8,SE1,535
12Sep2008 19:05:39,293,SE1,SW1P,343
12Sep2008 19:06:38,653,WC2B,SW1V,575
12Sep2008 19:06:41,636,WC2H,SW1V,480
12Sep2008 19:09:22,175,W1J,SW1V,475
12Sep2008 19:09:57,592,N2,N3,367.5
12Sep2008 19:10:48,262,EC1R,SE1,575
12Sep2008 19:12:19,497,SW1H,SW1V,515
12Sep2008 19:13:11,192,SW1A,SE1,475
12Sep2008 19:13:16,517,W2,SW1V,600
12Sep2008 19:14:42,51,NW1,SW1P,266
12Sep2008 19:14:46,228,W3,W4,315
12Sep2008 19:15:39,771,NW1,NW5,630
12Sep2008 19:17:01,508,SE1,SW1P,339.5
12Sep2008 19:17:20,812,W1T,NW5,610
12Sep2008 19:19:58,798,EC1R,SE1,605
12Sep2008 19:20:50,501,WC2R,SW1V,575
12Sep2008 19:22:13,599,SE25,SE8,620
12Sep2008 19:24:52,830,EC4A,SW1P,497
12Sep2008 19:25:58,459,W10,SW1V,500
12Sep2008 19:26:29,622,W1W,NW5,515
12Sep2008 19:27:55,760,N1,SE1,675
12Sep2008 19:29:14,732,NW1,SW1V,525
12Sep2008 19:29:39,526,N22,N17,530
12Sep2008 19:29:40,378,W2,SW1P,329
12Sep2008 19:29:58,84,WC2B,SW1P,301
12Sep2008 19:31:42,129,E6,SE8,570
12Sep2008 19:32:49,334,W1W,SW1P,346.5
12Sep2008 19:35:12,163,W1U,NW5,415
12Sep2008 19:39:39,31,N22,N17,455
12Sep2008 19:44:08,777,SW11,SW12,570
12Sep2008 19:44:48,39,WC2E,SW1P,367.5
12Sep2008 19:45:57,113,E14,SE8,545
12Sep2008 19:47:53,252,W1J,W10,510
12Sep2008 19:47:53,97,EC3V,SE1,520
12Sep2008 19:48:02,645,SE3,SE1,595
12Sep2008 19:49:13,607,E15,E7,420
12Sep2008 19:49:40,337,NW1,W10,440
12Sep2008 19:51:17,134,N1,SW1P,406
12Sep2008 19:53:39,599,SE26,SE8,620
12Sep2008 19:53:44,353,SW16,SW18,465
12Sep2008 19:57:34,500,SW1H,SE1,505
12Sep2008 19:58:06,745,WC2R,SW1P,392
12Sep2008 19:58:27,743,N1,NW5,700
12Sep2008 20:00:01,540,SE26,SW12,590
12Sep2008 20:01:23,739,SW18,SW1V,620
12Sep2008 20:02:53,365,N1,E2,505
12Sep2008 20:03:19,157,SW4,SW12,390
12Sep2008 20:03:33,465,WC1N,SW1P,353.5
12Sep2008 20:05:42,343,SE19,SW12,560
12Sep2008 20:06:38,273,NW3,W10,590
12Sep2008 20:08:20,141,EC2A,SW1P,427
12Sep2008 20:08:25,264,SE1,SW1V,635
12Sep2008 20:08:44,414,SW1V,SW1P,444.5
12Sep2008 20:10:29,315,W1U,NW5,475
12Sep2008 20:10:45,469,N1,SW1P,395.5
12Sep2008 20:11:09,377,SE25,SW12,520
12Sep2008 20:11:17,809,E6,SE8,620
12Sep2008 20:12:32,268,EC3V,E2,535
12Sep2008 20:15:19,853,SE17,SW1V,830
12Sep2008 20:15:29,406,WC2N,SW1P,458.5
12Sep2008 20:15:49,644,W1W,SW1P,367.5
12Sep2008 20:16:12,425,E6,E2,650
12Sep2008 20:18:04,63,W1H,W10,440
12Sep2008 20:19:21,607,EC2M,E2,600
12Sep2008 20:22:36,682,E1W,SE8,570
12Sep2008 20:23:23,331,W1W,SW1V,525
12Sep2008 20:23:25,584,WC2E,SW1P,381.5
12Sep2008 20:24:54,730,E1,SE1,485
12Sep2008 20:24:56,297,KT1,KT2,410
12Sep2008 20:25:04,791,NW10,W4,514.5
12Sep2008 20:25:32,142,NW6,NW5,560
12Sep2008 20:25:34,177,EC1A,SW1P,297.5
12Sep2008 20:26:19,837,E1,SE1,805
12Sep2008 20:26:32,629,E7,SE8,570
12Sep2008 20:26:40,332,EC4Y,SE1,475
12Sep2008 20:26:41,365,EC1Y,SE1,505
12Sep2008 20:29:46,628,WC2N,SW1V,500
12Sep2008 20:34:37,669,SW7,SW1V,600
12Sep2008 20:35:12,225,SE24,SW12,460
12Sep2008 20:35:25,412,EC1V,SW1P,430.5
12Sep2008 20:37:51,175,SW18,SW1V,475
12Sep2008 20:38:03,294,E2,SE8,440
12Sep2008 20:39:10,489,SE1,SW1V,470
12Sep2008 20:39:25,609,SW1W,SW18,525
12Sep2008 20:39:35,43,E12,SE8,425
12Sep2008 20:41:59,648,NW5,W10,605
12Sep2008 20:43:05,133,W1J,SW1P,441
12Sep2008 20:45:08,839,SE1,SE1,865
12Sep2008 20:47:30,72,WC2H,SW1P,304.5
12Sep2008 20:49:49,750,W3,W10,570
12Sep2008 20:49:58,246,E13,E7,385
12Sep2008 20:51:02,596,SE1,SE1,490
12Sep2008 20:51:15,107,W7,KT2,540
12Sep2008 20:51:21,579,E1,SE1,515
12Sep2008 20:53:11,355,N20,N17,505
12Sep2008 20:53:52,201,N7,NW5,340
12Sep2008 20:54:36,445,WC2R,SE1,495
12Sep2008 20:54:49,554,NW1,SW1P,402.5
12Sep2008 20:57:34,746,EC1V,E2,510
12Sep2008 20:59:24,827,NW6,N3,518
12Sep2008 20:59:55,313,SE4,SE8,435
12Sep2008 21:01:09,670,W1W,SW1V,550
12Sep2008 21:01:15,334,N1,NW5,495
12Sep2008 21:06:56,796,N1,E2,585
12Sep2008 21:07:54,690,NW1,NW5,615
12Sep2008 21:08:21,46,NW1,SW1P,276.5
12Sep2008 21:08:23,167,SE1,SW1V,495
12Sep2008 21:12:37,520,EC1R,NW5,610
12Sep2008 21:13:24,462,EC2M,E2,470
12Sep2008 21:15:16,182,SW3,SW1V,435
12Sep2008 21:15:28,609,E1,SW1P,367.5
12Sep2008 21:20:13,616,N1,SW1P,416.5
12Sep2008 21:21:53,97,KT1,W4,364
12Sep2008 21:23:59,234,EC1R,NW5,390
12Sep2008 21:24:16,456,SW4,SW12,550
12Sep2008 21:29:20,665,SW8,SW1V,540
12Sep2008 21:33:55,370,SE1,SE1,490
12Sep2008 21:35:51,61,E1,E2,380
12Sep2008 21:37:40,251,SE26,SW12,560
12Sep2008 21:39:00,141,KT2,KT2,610
12Sep2008 21:39:02,349,EC4N,SE1,480
12Sep2008 21:40:00,816,N4,NW5,690
12Sep2008 21:40:45,113,WC2B,SW1P,381.5
12Sep2008 21:43:55,585,W1W,NW5,455
12Sep2008 21:47:00,596,SE19,SW12,490
12Sep2008 21:47:32,438,SW11,SW18,465
